Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,TrackTemp,AirTemp,Humidity
0 days 01:17:28.640000,OCO,31,0 days 00:02:01.268000,24.0,6.0,,0 days 01:17:26.809000,0 days 00:00:57.049000,0 days 00:00:31.927000,0 days 00:00:32.292000,0 days 01:16:24.421000,0 days 01:16:56.348000,0 days 01:17:28.640000,272.0,223.0,,258.0,False,MEDIUM,15.0,False,Haas F1 Team,0 days 01:15:27.372000,2026-07-24 12:32:22.965,1,,,,False,False,FP1,45.3,23.4,28.9
0 days 00:16:38.348000,LIN,41,,1.0,1.0,0 days 00:14:12.309000,,,0 days 00:00:41.442000,0 days 00:00:33.994000,,0 days 00:16:04.747000,0 days 00:16:38.531000,204.0,212.0,256.0,,False,MEDIUM,1.0,True,Racing Bulls,0 days 00:14:12.309000,2026-07-24 11:31:07.902,1,,,,False,False,FP1,45.3,23.4,28.9
0 days 00:18:04.140000,LIN,41,0 days 00:01:25.792000,2.0,1.0,,,0 days 00:00:29.948000,0 days 00:00:31.076000,0 days 00:00:24.768000,0 days 00:17:08.296000,0 days 00:17:39.372000,0 days 00:18:04.140000,284.0,246.0,241.0,317.0,True,MEDIUM,2.0,True,Racing Bulls,0 days 00:16:38.348000,2026-07-24 11:33:33.941,1,,,,False,True,FP1,45.3,23.4,28.9
0 days 00:19:55.760000,LIN,41,0 days 00:01:51.620000,3.0,1.0,,,0 days 00:00:43.382000,0 days 00:00:41.895000,0 days 00:00:26.343000,0 days 00:18:47.522000,0 days 00:19:29.417000,0 days 00:19:55.760000,159.0,220.0,264.0,260.0,False,MEDIUM,3.0,True,Racing Bulls,0 days 00:18:04.140000,2026-07-24 11:34:59.733,1,,,,False,True,FP1,45.3,23.4,28.9
0 days 00:21:18.208000,LIN,41,0 days 00:01:22.448000,4.0,1.0,,,0 days 00:00:28.924000,0 days 00:00:30.113000,0 days 00:00:23.411000,0 days 00:20:24.684000,0 days 00:20:54.797000,0 days 00:21:18.208000,294.0,249.0,260.0,321.0,True,MEDIUM,4.0,True,Racing Bulls,0 days 00:19:55.760000,2026-07-24 11:36:51.353,1,,,,False,True,FP1,45.3,23.4,28.9
0 days 00:23:13.005000,LIN,41,0 days 00:01:54.797000,5.0,1.0,,,0 days 00:00:40.547000,0 days 00:00:45.220000,0 days 00:00:29.030000,0 days 00:21:58.755000,0 days 00:22:43.975000,0 days 00:23:13.005000,186.0,177.0,210.0,207.0,False,MEDIUM,5.0,True,Racing Bulls,0 days 00:21:18.208000,2026-07-24 11:38:13.801,1,,,,False,True,FP1,45.3,23.4,28.9
0 days 00:25:03.293000,LIN,41,0 days 00:01:50.288000,6.0,1.0,,,0 days 00:00:37.588000,0 days 00:00:42.612000,0 days 00:00:30.088000,0 days 00:23:50.593000,0 days 00:24:33.205000,0 days 00:25:03.293000,179.0,219.0,262.0,259.0,False,MEDIUM,6.0,True,Racing Bulls,0 days 00:23:13.005000,2026-07-24 11:40:08.598,1,,,,False,True,FP1,45.3,23.4,28.9
0 days 00:26:25.118000,LIN,41,0 days 00:01:21.825000,7.0,1.0,,,0 days 00:00:28.647000,0 days 00:00:29.654000,0 days 00:00:23.524000,0 days 00:25:31.940000,0 days 00:26:01.594000,0 days 00:26:25.118000,300.0,249.0,252.0,321.0,True,MEDIUM,7.0,True,Racing Bulls,0 days 00:25:03.293000,2026-07-24 11:41:58.886,1,,,,False,True,FP1,45.3,23.4,28.9
0 days 00:28:29.380000,LIN,41,0 days 00:02:04.262000,8.0,1.0,,,0 days 00:00:47.198000,0 days 00:00:42.708000,0 days 00:00:34.356000,0 days 00:27:12.316000,0 days 00:27:55.024000,0 days 00:28:29.380000,166.0,161.0,162.0,187.0,False,MEDIUM,8.0,True,Racing Bulls,0 days 00:26:25.118000,2026-07-24 11:43:20.711,1,,,,False,True,FP1,44.2,23.6,28.0
0 days 00:30:11.711000,LIN,41,0 days 00:01:42.331000,9.0,1.0,,,0 days 00:00:40.085000,0 days 00:00:36.885000,0 days 00:00:25.361000,0 days 00:29:09.465000,0 days 00:29:46.350000,0 days 00:30:11.711000,191.0,217.0,261.0,202.0,False,MEDIUM,9.0,True,Racing Bulls,0 days 00:28:29.380000,2026-07-24 11:45:24.973,1,,,,False,True,FP1,44.2,23.6,28.0
